ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment,hub,hub_policy,LIST,LISTREGION
7429,630,Tele2 Russia,Russian Federation,epc.mnc020.mcc250.3gppnetwork.org,25020,hidden,,Indirect,Live,,,,EMEA,RUST2,"2017MARCH14, tele2 confirm its not his customer, according to IR21,TATA and TIS, reaching out to TIS to confirm coverage

2017March 15, Tele2 Russia uses SAP as its IPX provider, we cannot open route related with Tele2 Russia due to we do not have peering with SAP... 

20170731 ooredoo MM request to open route , send approval request to PDM",:SAP,SAP:Need approval,LIST_7429_TELE2_RUSSIA,"AP,EU"
7494,3071,TMT Russian,Russian Federation,epc.mnc027.mcc250.3gppnetwork.org,25027,hidden,,Indirect,,,,,EMEA,RUS27,,:Comfone,Comfone:Prefered(Default),LIST_7494_TMT_RUSSIAN,"EU,NA"
6870,330,Vimpelcom Russia,Russian Federation,epc.mnc099.mcc250.3gppnetwork.org,25099,online,,Indirect,Live,,,Jason.Qin@syniverse.com,EMEA,RUSBD,"1. Vimpelcom is now direct customer of BICS.
2. For now, please ask Jason Qin to open new route for Vimpelcom -- 2018.06.12 ",:BICS,BICS:Prefered(Default),LIST_6870_VIMPELCOM_RUSSIA,"EU,NA"
12776,2429,Airtel Rwanda,Rwanda,epc.mnc014.mcc635.3gppnetwork.org,63514,online,,Indirect,,,,,EMEA,,,:BICS,BICS:Prefered(Default),LIST_12776_AIRTEL_RWANDA,"EU,NA"
12659,1635,MTN Rwanda,Rwanda,epc.mnc010.mcc635.3gppnetwork.org,63510,online,,Indirect,,,,,EMEA,RWAMN,,:BICS,BICS:Prefered(Default),LIST_12659_MTN_RWANDA,"EU,NA"
7456,1813,TIGO RWANDA S.A,Rwanda,epc.mnc013.mcc635.3gppnetwork.org,63513,online,,Indirect,,,,,EMEA,,,:BICS,BICS:Prefered(Default),LIST_7456_TIGO_RWANDA_SA,"EU,NA"
12736,1659,Cable and Wireless St Kitts,Saint Kitts and Nevis,epc.mnc110.mcc356.3gppnetwork.org,356110,Group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,KNACW,Cable and wireless group member,,,,
12737,1660,Cable and Wireless St Lucia,Saint Lucia,epc.mnc110.mcc358.3gppnetwork.org,358110,Group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,LCACW,Cable and wireless group member,,,,
12655,2262,Digicel Samoa,Samoa,epc.mnc000.mcc549.3gppnetwork.org,54900,online,,Indirect,,,,,EMEA,,"BICS comment on 20180515
The Digicel Samoa is not available for peering now.
We will inform you as soon as we receive an update.

Mario Herrera: As of 2018-06-15 IR21 provided by Telus, the IPX for Digicel Samoa is Telstra, CCB updated.
",:Telstra,Telstra:Prefered(Default),LIST_12655_DIGICEL_SAMOA,NA
12532,914,SamoaTel Samoa,Samoa,"epc.mnc027.mcc549.3gppnetwork.org,epc.mnc110.mcc544.3gppnetwork.org ","544110,54927",hidden,,Indirect,,,,,Asia Pacific,,,:Comfone,Comfone:Prefered(Default),LIST_12532_SAMOATEL_SAMOA,"EU,NA"
6489,664,Mobily (Etihad Etisalat),Saudi Arabia,epc.mnc003.mcc420.3gppnetwork.org,42003,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,SAUET,,:iBasis:BICS,"iBasis:Need approval
BICS:Need approval",LIST_6489_MOBILY_ETIHAD_ETISALAT,NA
6803,669,STC,Saudi Arabia,epc.mnc001.mcc420.3gppnetwork.org,42001,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,SAUAJ,,:BICS,BICS:Need approval,LIST_6803_STC,"AP,EU,NA"
6618,1410,Zain Saudi Arabia,Saudi Arabia,epc.mnc004.mcc420.3gppnetwork.org,42004,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,SAUZN,SVR works as backup DSS for BICS,:BICS,BICS:Prefered(Default),LIST_6618_ZAIN_SAUDI_ARABIA,"AP,EU,NA"
7493,854,SONATEL,Senegal,epc.mnc001.mcc608.3gppnetwork.org,60801,online,,Indirect,,,,,EMEA,SENAZ,,:FT,FT:Prefered(Default),LIST_7493_SONATEL,"EU,NA"
7380,512,Telekom Srbija,Serbia,epc.mnc003.mcc220.3gppnetwork.org,22003,online,,Indirect,Live,,,,EMEA,YUGTS,,:Comfone,Comfone:Prefered(Default),LIST_7380_TELEKOM_SRBIJA,"EU,NA"
7074,433,Telenor Serbia,Serbia,epc.mnc001.mcc220.3gppnetwork.org,22001,online,,Indirect,Live,,,,EMEA,YUGMT,,:Telenor,Telenor:Prefered(Default),LIST_7074_TELENOR_SERBIA,"EU,NA"
7039,1344,VIP Serbia,Serbia,epc.mnc005.mcc220.3gppnetwork.org,22005,online,,Indirect,Live,,,,EMEA,SRBNO,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_7039_VIP_SERBIA,EU
7076,857,Cable and Wireless Seychelles,Seychelles,epc.mnc001.mcc633.3gppnetwork.org,63301,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,SYCCW,,,,LIST_7076_CWS,"AP,EU"
7425,1603,Telecom Seychelles,Seychelles,epc.mnc010.mcc633.3gppnetwork.org,63310,online,,Indirect,Live,,,,EMEA,SYCAT,,:BICS,BICS:Prefered(Default),LIST_7425_TELECOM_SEYCHELLES,"EU,NA"
12614,1818,Africell Sierra Leone,Sierra Leone,epc.mnc005.mcc619.3gppnetwork.org,61905,online,EU DSC,Direct,Pending,,Contract,Jason.Qin@syniverse.com,EMEA,SLEAC,,,,LIST_12614_AFRICELL_SIERRA_LEONE,EU
6852,2850,AP-SNG-DSC-01,Singapore,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,,,,,
6356,2524,DRA1.SIN2,Singapore,sindra001.aicent.grx,,,,,,,,,,,,,,,
6360,127,M1 Limited,Singapore,epc.mnc003.mcc525.3gppnetwork.org,52503,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,SGPM1,,:Comfone,Comfone:Need approval,LIST_6360_M1_LIMITED,AP
6124,108,SingTel Mobile,Singapore,epc.mnc001.mcc525.3gppnetwork.org,52501,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,SGPST,,,,LIST_6124_SINGTEL_MOBILE,AP
6120,107,StarHub,Singapore,epc.mnc005.mcc525.3gppnetwork.org,52505,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,SGPSH,,,,LIST_6120_STARHUB,AP
7064,760,O2 Slovakia,Slovakia,epc.mnc006.mcc231.3gppnetwork.org,23106,online,,Indirect,Live,,,,EMEA,SVKO2,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_7064_O2_SLOVAKIA,EU
6938,327,Orange Slovensko,Slovakia,epc.mnc001.mcc231.3gppnetwork.org,23101,online,,Indirect,Live,,,,EMEA,SVKGT,,:FT,FT:Prefered(Default),LIST_6938_ORANGE_SLOVENSKO,"EU,NA"
7062,661,Slovak Telecom,Slovakia,epc.mnc002.mcc231.3gppnetwork.org,23102,online,,Indirect,Live,,,,EMEA,SVKET,,:DT,DT:Prefered(Default),LIST_7062_SLOVAK_TELECOM,"EU,NA"
6773,414,A1 Slovenia,Slovenia,epc.mnc040.mcc293.3gppnetwork.org,29340,online,,Indirect,Live,Si.Mobile,,,EMEA,SVNSM,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_6773_SIMOBIL,EU
6807,362,Mobitel Slovenia,Slovenia,epc.mnc041.mcc293.3gppnetwork.org,29341,online,,Indirect,Live,,,,EMEA,SVNMT,,:DT,DT:Prefered(Default),LIST_6807_MOBITEL_SLOVENIA,"EU,NA"
7338,749,Telemach Mobil,Slovenia,epc.mnc070.mcc293.3gppnetwork.org,29370,hidden,,Peer,,,,,,SVNVG,"No sales opportunity currently, can open route via Comfone without approval. ",:Comfone,Comfone:Prefered(Default),LIST_7338_TELEMACH_MOBIL,"EU,NA"
12747,2654,B-Mobile SLB,Solomon Islands,epc.mnc002.mcc540.3gppnetwork.org,54002,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
12763,1819,Solomon Telekom Co Ltd,Solomon Islands,epc.mnc001.mcc540.3gppnetwork.org,54001,hidden,,Indirect,,,,,,SLBSI,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-08
",:Comfone K2R,Comfone K2R:Prefered(Default),,
12749,948,Cell C,South Africa,epc.mnc007.mcc655.3gppnetwork.org,65507,hidden,,Indirect,,,,,,ZAFCC,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
6974,494,MTN South Africa,South Africa,epc.mnc010.mcc655.3gppnetwork.org,65510,online,EU DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,ZAFMN,,:BICS,BICS:Need approval,LIST_6974_MTN_SOUTH_AFRICA,"EU,NA"
6745,430,Vodacom South Africa,South Africa,epc.mnc001.mcc655.3gppnetwork.org,65501,online,,Indirect,Live,,,,EMEA,ZAFVC,,:VCS,VCS:Prefered(Default),LIST_6745_VODACOM_SOUTH_AFRICA,EU
6569,365,Orange Spain,Spain,epc.mnc003.mcc214.3gppnetwork.org,21403,online,,Indirect,Live,,,,EMEA,ESPRT,,:FT,FT:Prefered(Default),LIST_6569_ORANGE_SPAIN,"EU,NA"
7043,2089,Telefonica International Wholesale,Spain,,,,"NA DSC, EU DSC",Peer,,,,,CALA,,,,,,
6581,384,Telefonica Moviles,Spain,"epc.mnc005.mcc214.3gppnetwork.org,epc.mnc007.mcc214.3gppnetwork.org","21405,21407",online,,Indirect,Live,,,balram.jayaram@syniverse.com,EMEA,ESPTE,"Local DSC is EU, migrated from NA DSC to EU DSC on 29th Aug, 2018.",:TIWS:VCS,"TIWS:Prefered(Default)
VCS:Prefered(Default)",LIST_6581_TELEFONICA_MOVILES,"EU,NA"
6711,380,Vodafone Spain,Spain,epc.mnc001.mcc214.3gppnetwork.org,21401,online,,Indirect,Live,,,,EMEA,ESPAT,"From now on, please kindly use S9EU--Vodafone to open route for Vodafone Spain.
",:VCS,VCS:Prefered(Default),LIST_6711_VODAFONE_SPAIN,EU
7416,773,Vodafone Spain MVNO,Spain,epc.mnc006.mcc214.3gppnetwork.org,21406,online,,Indirect,,,,,,ESPVV,IR21 received at 14th Nov 2016,:VCS,VCS:Prefered(Default),LIST_7416_VODAFONE_SPAIN_MVNO,EU
6896,893,Xfera,Spain,epc.mnc004.mcc214.3gppnetwork.org,21404,online,,Indirect,Live,,,,EMEA,ESPXF,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_6896_XFERA,NA
6312,158,Dialog Telekom,Sri Lanka,epc.mnc002.mcc413.3gppnetwork.org,41302,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,LKADG,,:BICS,BICS:Not prefered no Need approval,LIST_6312_DIALOG_TELEKOM,"AP,NA"
6910,453,Mobitel Sri Lanka,Sri Lanka,epc.mnc001.mcc413.3gppnetwork.org,41301,online,,Indirect,Live,,,,Asia Pacific,LKA71,,:FT,FT:Prefered(Default),LIST_6910_MOBITEL_SRI_LANKA,"EU,NA"
12757,1302,MTN Sudan,Sudan,epc.mnc002.mcc634.3gppnetwork.org,63402,online,,Indirect,,,,,EMEA,SDNBT,,:BICS,BICS:Prefered(Default),LIST_12757_MTN,"EU,NA"
12593,1665,Zain Sudan,Sudan,epc.mnc001.mcc634.3gppnetwork.org,63401,online,,Indirect,,,,,EMEA,SUDMO,Now Telenor is the default hub of Zain Sudan. ,:Telenor,Telenor:Prefered(Default),LIST_12593_ZAIN_SUDAN,"EU,NA"
12612,3151,Swazi Mobile,Swaziland,epc.mnc002.mcc653.3gppnetwork.org,65302,online,,Indirect,Live,,,,Asia Pacific,,,:BICS,BICS:Prefered(Default),LIST_12612_SWAZI_MOBILE,"EU,NA"
7068,2908,Globetouch Sweden,Sweden,"epc.mnc027.mcc240.3gppnetwork.org,epc.mnc270.mcc240.3gppnetwork.org,epc.mnc271.mcc240.3gppnetwork.org,epc.mnc275.mcc240.3gppnetwork.org","24027,240270,240271,240275",online,EU DSC,Direct,Pending,,,Jason.Qin@syniverse.com,EMEA,SWEMI,,,,LIST_7068_GLOBETOUCH_SWEDEN,EU
7094,387,Hutchison 3G Sweden,Sweden,epc.mnc002.mcc240.3gppnetwork.org,24002,hidden,,Indirect,Not in external coverage,,,,EMEA,SWEHU,,:Comfone,Comfone:Prefered(Default),LIST_7094_HUTCHISON_3G_SWEDEN,"EU,NA"
7368,929,Lycamobile Sweden,Sweden,epc.mnc012.mcc240.3gppnetwork.org,24012,online,EU DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,,,,LIST_7368_LYCAMOBILE_SWEDEN,EU
7309,2472,TDC Sweden,Sweden,epc.mnc014.mcc240.3gppnetwork.org,24014,online,,Indirect,Live,,,,EMEA,,,:iBasis,iBasis:Prefered(Default),LIST_7309_TDC_SWEDEN,EU
6817,2104,Tele2 peering,Sweden,,,,EU DSC,Peer,,,,wind.wang@syniverse.com,EMEA,,,,,,
6723,315,Tele2 Sweden,Sweden,epc.mnc007.mcc240.3gppnetwork.org,24007,online,,Indirect,Live,,,,EMEA,SWEIQ,,:Tele2,Tele2:Prefered(Default),LIST_6723_TELE2_SWEDEN,EU
6959,377,Telenor Sweden,Sweden,"epc.mnc006.mcc240.3gppnetwork.org,epc.mnc008.mcc240.3gppnetwork.org,epc.mnc042.mcc240.3gppnetwork.org","24006,24008,24042",online,,Indirect,Live,,,,EMEA,SWEEP,,:Telenor:BICS,"Telenor:Prefered(Default)
BICS:Not prefered no Need approval",LIST_6959_TELENOR_SWEDEN,"EU,NA"
6833,373,TeliaSonera Sweden,Sweden,epc.mnc001.mcc240.3gppnetwork.org,24001,online,,Indirect,Live,,,,EMEA,SWETR,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_6833_TELIASONERA_SWEDEN,NA
6917,265,Comfone/Infonet Peer,Switzerland,,,,NA DSC,Peer,,,,,EMEA,CHEVI,"All K2R route through Comfone does not need approval.
All no-K2R route (normal) bilateral route need approval.

++++++++++++++++

Comfone expiration timer is 8s, less than SVR 10s. 
If timer expires, they would reply error code ""too busy"" ",,,,
6698,2376,Lycamobile Switzerland,Switzerland,epc.mnc054.mcc228.3gppnetwork.org,22854,online,EU DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,,,,LIST_6698_LYCAMOBILE_SWITZERLAND,EU
6922,341,Orange Switzerland,Switzerland,epc.mnc003.mcc228.3gppnetwork.org,22803,online,,Indirect,Live,,,,EMEA,CHEOR,,:FT,FT:Prefered(Default),LIST_6922_ORANGE_SWITZERLAND,"EU,NA"
6787,369,Sunrise Switzerland,Switzerland,epc.mnc002.mcc228.3gppnetwork.org,22802,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,CHEDX,*SVR shall add K2R Surffix for K2R route.,,,LIST_6787_SUNRISE_SWITZERLAND,"EU,NA"
6490,345,Swisscom,Switzerland,epc.mnc001.mcc228.3gppnetwork.org,22801,online,,Indirect,Live,,,,EMEA,CHEC1,,:BICS,BICS:Prefered(Default),LIST_6490_SWISSCOM,"EU,NA"
12580,3139,Telecom26,Switzerland,epc.mnc046.mcc901.3gppnetwork.org,90146,online,,Indirect,,,,,EMEA,TELA1,,:Telecom Italia Sparkle,Telecom Italia Sparkle:Prefered(Default),LIST_12580_TELECOM26,EU
6829,1355,Asia Pacific Telecom,Taiwan,epc.mnc005.mcc466.3gppnetwork.org,46605,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,TWNAP,,,,LIST_6829_ASIA_PACIFIC_TELECOM,AP
6596,1,Chunghwa Telecom,Taiwan,epc.mnc092.mcc466.3gppnetwork.org,46692,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,TWNLD,*Any special route to CHT shall use Provsion Special route moudle,:iBasis:BICS,"iBasis:Need approval
BICS:Need approval",LIST_6596_CHUNGHWA_TELECOM,AP
6556,96,FarEasTone,Taiwan,epc.mnc001.mcc466.3gppnetwork.org,46601,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,TWNFE,,,,LIST_6556_FAREASTONE,AP
6595,97,Taiwan Mobile,Taiwan,epc.mnc097.mcc466.3gppnetwork.org,46697,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,TWNPC,,,,LIST_6595_TAIWAN_MOBILE,AP
6668,611,Taiwan Star,Taiwan,epc.mnc089.mcc466.3gppnetwork.org,46689,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,TWNTG,,,,LIST_6668_TAIWAN_STAR,AP
6308,1633,Babilon-Mobile,Tajikistan,epc.mnc004.mcc436.3gppnetwork.org,43604,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,TJKBM,,:Comfone K2R,Comfone K2R:Need approval,LIST_6308_BABILONMOBILE,"EU,NA"
7386,2028,SMART Tanzania,Tanzania United Republic,epc.mnc008.mcc640.3gppnetwork.org,64008,hidden,,Indirect,Live,,,balram.jayaram@syniverse.com,EMEA,TZAYA,,:Comfone,Comfone:Prefered(Default),,
7454,1710,Tigo Tanzania,Tanzania United Republic,epc.mnc002.mcc640.3gppnetwork.org,64002,online,,Indirect,,,,,EMEA,TZAMB,,:BICS,BICS:Prefered(Default),LIST_7454_TIGO_TANZANIA,"EU,NA"
12770,3177,Viettel Tanzania,Tanzania United Republic,epc.mnc009.mcc640.3gppnetwork.org,64009,hidden,,,,,,,,TZAVT;TZAVG,"reply from Regina Comfone on 21st Aug 2018
""As per my information Halotel Tanzania is not yet LTE ready""
----------------- by Joe F---------------",:Comfone,Comfone:Prefered(Default),,
7350,825,Vodacom Tanzania,Tanzania United Republic,epc.mnc004.mcc640.3gppnetwork.org,64004,online,,Indirect,Live,,,,EMEA,TZAVC,,:VCS,VCS:Prefered(Default),LIST_7350_VODACOM_TANZANIA,EU
7278,2576,Advanced Wireless Network,Thailand,epc.mnc003.mcc520.3gppnetwork.org,52003,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,THAWN,,:BICS,BICS:Need approval,LIST_7278_ADVANCED_WIRELESS_NETWORK,"AP,NA"
6867,2578,dtac TriNet,Thailand,epc.mnc005.mcc520.3gppnetwork.org,52005,online,,Indirect,Live,,,,Asia Pacific,THADT,,:Telenor,Telenor:Prefered(Default),LIST_6867_DTAC_TRINET,"AP,EU,NA"
6526,2342,Truemove 3G,Thailand,"epc.mnc000.mcc520.3gppnetwork.org,epc.mnc004.mcc520.3gppnetwork.org","52000,52004",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,,:TeliaSonera,TeliaSonera:Need approval,LIST_6526_TRUEMOVE_3G,AP
12594,1829,Digicel (Tonga) Limited,Tonga,,53988,Group,,,,,,,,TONDP,"""Tonga/Fiji/Vanuatu have the same realm name"" per Digicel group.

Per their IR21, their IMSI prefix are different.

Now only leave Digicel Fiji in RMT, the other 2 was set to ""group"" of RMT status.

",:Telstra,Telstra:Prefered(Default),,
12642,1828,Tonga Communications Corporation,Tonga,epc.mnc001.mcc539.3gppnetwork.org,53901,hidden,,Indirect,,,,,EMEA,TON01,,:Comfone K2R,Comfone K2R:Prefered(Default),LIST_12642_TONGA_COMMUNICATIONS_CORPORATION,"EU,NA"
12756,753,Digicel Trinidad and Tobago,Trinidad and Tobago,epc.mnc130.mcc374.3gppnetwork.org,374130,online,"Digicel Jamaica, NA DSC",Direct,,,,luisdiego.jimenez@syniverse.com,CALA,TTODL,,,,LIST_12756_DIGICEL_TRINIDAD_AND_TOBAGO,NA
12748,839,TSTT,Trinidad and Tobago,epc.mnc012.mcc374.3gppnetwork.org,37412,hidden,,Indirect,,,,,,TTO12,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
7277,2042,Orange Tunisia,Tunisia,epc.mnc001.mcc605.3gppnetwork.org,60501,online,,Indirect,Live,,,,EMEA,TUNOR,,:FT,FT:Prefered(Default),LIST_7277_ORANGE_TUNISIA,"EU,NA"
7315,680,Tunisiana,Tunisia,epc.mnc003.mcc605.3gppnetwork.org,60503,online,,Indirect,Live,,,,EMEA,TUNTA,,:BICS,BICS:Prefered(Default),LIST_7315_TUNISIANA,"EU,NA"
7314,909,Tunisie Telecom,Tunisia,epc.mnc002.mcc605.3gppnetwork.org,60502,hidden,,Indirect,,,,,,TUNTT,"STC-Tunisie route has been approved by Mike, but comfone said :Tunisie Telecom is in setup phase ¨C latest update is April 1",:Comfone,Comfone:Not prefered no Need approval,LIST_7314_TUNISIE_TELECOM,"AP,EU,NA"
7086,379,Avea,Turkey,epc.mnc003.mcc286.3gppnetwork.org,28603,online,,Indirect,Live,,,,EMEA,TURIS,,:DT,DT:Prefered(Default),LIST_7086_AVEA,"EU,NA"
6872,409,Turkcell,Turkey,epc.mnc001.mcc286.3gppnetwork.org,28601,online,,Indirect,Live,,,Jason.Qin@syniverse.com,EMEA,TURTC,"2018/3/1 Product has approved to migrate turkcell to iBasis

2018/3/15 Turkcell has been migrated to iBasis. As per their most recent IR21, iBasis is the only IPX provider they are using for LTE. 
",:iBasis:DT,"iBasis:Prefered(Default)
DT:Need approval",LIST_6872_TURKCELL,"EU,NA"
6751,400,Vodafone Turkey,Turkey,epc.mnc002.mcc286.3gppnetwork.org,28602,online,,Indirect,Live,,,,EMEA,TURTS,,:VCS:TATA,"VCS:Prefered(Default)
TATA:Not prefered no Need approval",LIST_6751_VODAFONE_TURKEY,EU
7401,1451,MTS Turkmenistan,Turkmenistan,epc.mnc001.mcc438.3gppnetwork.org,43801,online,,Indirect,,,,,,TKMBC,MTS Turkmenistan has not launched LTE network. So they cannot provide LTE roaming services.  -- Replie by MTT 2017.05.25,:MTT,MTT:Prefered(Default),,
7331,1662,Cable and Wireless Turks,Turks and Caicos Islands,epc.mnc350.mcc376.3gppnetwork.org,376350,group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,TCACW,c&w group member,,,,
7475,1515,Orange Uganda,Uganda,epc.mnc014.mcc641.3gppnetwork.org,64114,online,,Indirect,Live,,,,EMEA,UGAOR,,:FT,FT:Prefered(Default),LIST_7475_ORANGE_UGANDA,"EU,NA"
7461,1420,Warid Uganda,Uganda,"epc.mnc001.mcc641.3gppnetwork.org,epc.mnc022.mcc641.3gppnetwork.org","64101,64122",online,,Indirect,,,,,EMEA,UGAWT,,:BICS,BICS:Prefered(Default),LIST_7461_WARID_UGANDA,"EU,NA"
12661,326,Kyivstar,Ukraine,epc.mnc003.mcc255.3gppnetwork.org,25503,online,,Indirect,Live,,,,EMEA,UKRKS,,:BICS,BICS:Prefered(Default),LIST_12661_KYIVSTAR,"EU,NA"
7308,802,Life Ukraine,Ukraine,epc.mnc006.mcc255.3gppnetwork.org,25506,online,,Indirect,Live,,,,EMEA,UKRAS,,:TelecomAustria,TelecomAustria:Prefered(Default),LIST_7308_LIFE_UKRAINE,EU
12651,490,MTS Ukraine,Ukraine,epc.mnc001.mcc255.3gppnetwork.org,25501,online,,Indirect,Live,,,,EMEA,UKRUM,,:BICS,BICS:Prefered(Default),LIST_12651_MTS_UKRAINE,"EU,NA"
6795,868,Du,United Arab Emirates,epc.mnc003.mcc424.3gppnetwork.org,42403,online,,Indirect,Live,,,,EMEA,AREDU,"[updated on 22ndApril,] the PrimaryHub of Du UAE should be TIS.",:Telecom Italia Sparkle:BICS,"Telecom Italia Sparkle:Prefered(Default)
BICS:Not prefered no Need approval",LIST_6795_DU,"EU,NA"
6617,404,ETISALAT UAE,United Arab Emirates,epc.mnc002.mcc424.3gppnetwork.org,42402,online,,Indirect,Live,"No route shall be opened until MikeS reach commercial agreement and announce

Due to commercial issue, no new route allowed for Etisalat UAE",,,EMEA,ARETC,,:ETISALAT UAE DSS Peer,ETISALAT UAE DSS Peer:Need approval,LIST_6617_ETISALAT_UAE,EU
6815,2840,ETISALAT UAE Peer,United Arab Emirates,,,,EU DSC,Peer,,,,wind.wang@syniverse.com,,,Ping package size lager than 228 is not allowed,,,,
7085,2926,BT Global Services Peer,United Kingdom,,,,EU DSC,Peer,,,,wind.wang@syniverse.com,EMEA,,,,,,
6406,2606,DRA1.LON2,United Kingdom,londra001.aicent.grx,,,,,,,,,,,,,,,
7047,2900,EU-AMS-DSC-01,United Kingdom,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,,,,,
6582,347,Everything Everywhere UK,United Kingdom,"epc.mnc030.mcc234.3gppnetwork.org,epc.mnc033.mcc234.3gppnetwork.org","23430,23433",online,,Indirect,Live,,,,EMEA,GBRME,,:FT:SAP,"FT:Prefered(Default)
SAP:Need approval",LIST_6582_EVERYTHING_EVERYWHERE_UK,"EU,NA"
7406,3073,GlobeTouch EU M2M,United Kingdom,eumvne.globetouch.com,,hidden,EU DSC,Direct,,,,Jason.Qin@syniverse.com,EMEA,,,,,LIST_7406_GLOBETOUCH_MVNE,EU
7301,335,Hutchison 3G UK,United Kingdom,epc.mnc020.mcc234.3gppnetwork.org,23420,hidden,,Indirect,,,,,EMEA,GBRHU,"H3G UK only permits inbound traffic from China Unicom, outbound traffic is not permitted",:SAP:BICS:TATA,"SAP:Need approval
BICS:Not prefered no Need approval
TATA:Not prefered no Need approval",LIST_7301_HUTCHISON_3G_UK,"AP,EU"
7051,2740,Limitless Mobile,United Kingdom,,,,,,,,,,,,,,,,
7485,3097,Lyca peering hub,United Kingdom,,,,EU DSC,,,,,wind.wang@syniverse.com,,,"Lyca peering hub is using Lyca UK realm in node name.
Currently Lyca UK connects to EU DSC directly, will be migrate to the peer in future.
Lyca Sweden/Switherland is using this peering hub,but currently we treat it as direct OP
",,,,
6534,1876,Lycamobile UK,United Kingdom,epc.mnc026.mcc234.3gppnetwork.org,23426,online,EU DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,,,,LIST_6534_LYCAMOBILE_UK,EU
12551,374,Orange UK,United Kingdom,,,,,,,,,,,GBROR,,,,,
6532,342,Telefonica O2 UK,United Kingdom,epc.mnc010.mcc234.3gppnetwork.org,23410,hidden,,Indirect,Live,,,Jason.Qin@syniverse.com,EMEA,GBRCN,"1. O2 UK do not want other operator to elect them , so the RMT status is hidden, if any operator elect O2UK, please ask them to contact O2UK directly instead of using RMT to raise request.
2. If TWIS or TATA request to open route on O2UK s behalf, open it , do not need approval.
3. Need special route if route via TATA

",:TIWS:TATA,"TIWS:Prefered(Default)
TATA:Prefered(Default)",LIST_6532_TELEFONICA_O2_UK,"EU,NA"
6967,2037,Truphone UK,United Kingdom,epc.mnc025.mcc234.3gppnetwork.org,23425,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,GBRTR,,,,LIST_6967_TRUPHONE_UK,EU
6542,2585,UK Broadband,United Kingdom,ukb.com,23451,hidden,,,,,,,EMEA,,No connection currently,,,,
6736,337,Vodafone UK,United Kingdom,epc.mnc015.mcc234.3gppnetwork.org,23415,online,,Indirect,Live,,,,EMEA,GBRVF,,:VCS,VCS:Prefered(Default),LIST_6736_VODAFONE_UK,EU
